in s,C1 in V
2.7988102E-01,6.7599957E+00
2.7988194E-01,6.7609113E+00
2.7988286E-01,6.7624371E+00
2.7988378E-01,6.7612164E+00
2.7988470E-01,6.7603009E+00
2.7988562E-01,6.7586224E+00
2.7988654E-01,6.7607587E+00
2.7988746E-01,6.7636578E+00
2.7988838E-01,6.7630475E+00
2.7988930E-01,6.7616742E+00
2.7989022E-01,6.7593854E+00
2.7989114E-01,6.7612164E+00
2.7989206E-01,6.7613690E+00
2.7989298E-01,6.7625897E+00
2.7989390E-01,6.7619794E+00
2.7989482E-01,6.7628949E+00
2.7989574E-01,6.7609113E+00
2.7989666E-01,6.7612164E+00
2.7989758E-01,6.7613690E+00
2.7989850E-01,6.7616742E+00
2.7989942E-01,6.7622845E+00
2.7990034E-01,6.7627423E+00
2.7990126E-01,6.7616742E+00
2.7990218E-01,6.7613690E+00
2.7990310E-01,6.7613690E+00
2.7990402E-01,6.7642682E+00
2.7990494E-01,6.7628949E+00
2.7990586E-01,6.7628949E+00
2.7990678E-01,6.7633527E+00
2.7990770E-01,6.7627423E+00
2.7990862E-01,6.7633527E+00
2.7990954E-01,6.7630475E+00
2.7991046E-01,6.7630475E+00
2.7991138E-01,6.7636578E+00
